Judul,Artis,Tahun,Era,Genre,Penulis,Lirik,Genius ID,Genius Path,Api Path,Header Image
Terima Kasih Sudah Bertahan,Ghea Indrawari,2024,2020an,Indonesian Pop,Ghea Indrawari,"[Lirik ""Terima Kasih Sudah Bertahan""]:newline::newline:[Verse 1]:newline:Aku tahu dunia sering tak adil:newline:Dunia sering tak mudah:newline:Dan kauhadapi sendiri:newline::newline:[Pre-Chorus]:newline:Tapi aku percaya bahwa kau mampu:newline:Ada yang berbeda darimu:newline:Kau lebih dari itu:newline::newline:[Chorus]:newline:T'rima kasih sudah bertahan:newline:T'rima kasih sudah berjuang:newline:Ternyata kau sekuat itu:newline:Ternyata kau sehebat itu:newline:T'rima kasih kau tak berhenti:newline:T'rima kasih kau tak menyerah:newline:Di pertarungan yang sengit ini:newline:Kau 'kan, kau 'kan menang:newline::newline:[Instrumental Break]:newline::newline:[Pre-Chorus]:newline:Tapi aku percaya bahwa kau mampu:newline:Ada yang berbeda darimu:newline:Kau lebih dari itu:newline::newline::newline::newline::newline:[Chorus]:newline:T'rima kasih sudah bertahan:newline:T'rima kasih sudah berjuang:newline:Ternyata kau sekuat itu:newline:Ternyata kau sehebat itu:newline:T'rima kasih kau tak berhenti:newline:T'rima kasih kau tak menyerah:newline:Di pertarungan yang sengit ini:newline:Kau 'kan, kau 'kan menang:newline::newline:[Bridge]:newline:Percaya, serahkan sisanya kepada semesta:newline:Semua akan indah pada waktunya:newline::newline:[Chorus]:newline:T'rima kasih sudah bertahan:newline:T'rima kasih sudah berjuang:newline:Ternyata kau sekuat itu:newline:Ternyata kau sehebat itu:newline:T'rima kasih kau tak berhenti:newline:T'rima kasih kau tak menyerah:newline:Di pertarungan yang sengit ini:newline:Kau 'kan, kau 'kan menang:newline::newline:[Outro]:newline:(Aku tahu dunia sering tak adil):newline:(Dunia sering tak mudah):newline:(Kau 'kan, kau 'kan menang)",10560520,/Ghea-indrawari-terima-kasih-sudah-bertahan-lyrics,/songs/10560520,https://images.genius.com/ce15a78ed1bc5bd6a28f72008f8bd051.592x592x1.webp
Peri Cintaku,Ziva Magnolya,2022,2020an,Indonesian Pop,Ziva Magnolya,"[Lirik ""Peri Cintaku""]:newline::newline:[Verse 1]:newline:Di dalam hati ini, hanya satu nama:newline:Yang ada di tulus hati kuingini:newline:Kesetiaan yang indah takkan tertandingi:newline:Hanyalah dirimu, satu peri cintaku:newline::newline:[Pre-Chorus]:newline:Benteng begitu tinggi:newline:Sulit untuk kugapai:newline::newline:[Chorus]:newline:Aku untuk kamu:newline:Kamu untuk aku:newline:Namun semua, apa mungkin:newline:Iman kita yang berbeda?:newline:Tuhan memang satu:newline:Kita yang tak sama:newline:Haruskah aku lantas pergi:newline:Meski cinta takkan bisa pergi:newline::newline:[Pre-Chorus]:newline:Benteng begitu tinggi:newline:Sulit untuk kugapai:newline::newline::newline::newline::newline:[Chorus]:newline:Aku untuk kamu:newline:Kamu untuk aku:newline:Namun semua, apa mungkin:newline:Iman kita yang berbeda?:newline:Tuhan memang satu:newline:Kita yang tak sama:newline:Haruskah aku lantas pergi:newline:Meski cinta takkan bisa pergi:newline::newline:[Bridge]:newline:Bukankah cinta anugerah:newline:Berikan aku kesempatan:newline:Tuk menjaganya sepenuh jiwa:newline::newline:[Chorus]:newline:Aku untuk kamu:newline:Kamu untuk aku:newline:Namun semua, apa mungkin:newline:Iman kita yang berbeda?:newline:Tuhan memang satu:newline:Kita yang tak sama:newline:Haruskah aku lantas pergi:newline:Meski cinta takkan bisa pergi:newline::newline:[Outro]:newline:Namun semua, apa mungkin:newline:Iman kita yang berbeda?:newline:Tuhan memang satu:newline:Kita yang tak sama:newline:Haruskah aku lantas pergi:newline:Meski cinta takkan bisa pergi",9123934,/Ziva-magnolya-peri-cintaku-lyrics,/songs/9123934,https://images.genius.com/5af78ce67dd4bc29f5fdca65df1fbd73.1000x1000x1.jpg
Rumah Singgah,Fabio Asher,2022,2020an,Indonesian Pop,Fabio Asher,"[Lirik ""Rumah Singgah""]:newline::newline:[Verse 1]:newline:Saat hatimu terluka:newline:Akulah yang menemanimu:newline:Membasuh air matamu:newline::newline:[Verse 2]:newline:Namun mengapa ketika:newline:Hatimu telah tersenyum lagi:newline:Aku yang kau lupa:newline::newline:[Pre-Chorus]:newline:Tak sadarkah selama ini:newline:'Ku juga selalu menginginkanmu:newline::newline:[Chorus]:newline:Mengapa sulit untuk kubisa miliki hatimu:newline:Bahkan selama ini hadirku tak berharga untukmu:newline:Yang terjadi kini 'ku hanya rumah persinggahanmu:newline:Di saat kau terluka:newline:Dan di saat semuanya reda:newline:Kau menghilang begitu saja:newline::newline:[Bridge]:newline:Jika memang ini tak ada harapan:newline:Mengapa aku yang harus jadi tujuan:newline:Saat hatimu terluka:newline:Aku yang jadi obatnya:newline:Tanpa pernah kau hargai:newline:Cinta dan kasih yang setulus ini:newline::newline::newline::newline::newline:[Chorus]:newline:Mengapa sulit:newline:Mengapa sulit untuk kubisa miliki hatimu:newline:Bahkan selama ini hadirku tak berharga untukmu:newline:Yang terjadi kini 'ku hanya rumah persinggahanmu:newline:Di saat kau terluka:newline:Dan di saat semuanya reda:newline:Kau menghilang begitu saja:newline::newline:[Outro]:newline:Dan di saat semuanya reda:newline:Kau menghilang begitu saja",7967845,/Fabio-asher-rumah-singgah-lyrics,/songs/7967845,https://images.genius.com/0d4a5ee939de15b37547c9ea555638f2.1000x1000x1.png
Rayuan Perempuan Gila,Nadin Amizah,2023,2020an,Indonesian Indie,Nadin Amizah,"[Lirik ""Rayuan Perempuan Gila""]:newline::newline:[Verse 1]:newline:Menurutmu berapa lama lagi kau kan mencintaku?:newline:Menurutmu apa yang bisa terjadi dalam sewindu?:newline:Bukan apa, hanya bersiap, tak ada yang tahu, aku takut:newline:Tak pernah ada yang lama menungguku sejak dulu:newline::newline:[Pre-Chorus]:newline:Yang terjadi sebelumnya:newline:Semua orang takut padaku:newline::newline:[Chorus]:newline:Memang tidak mudah:newline:Mencintai diri ini:newline:Namun aku berjanji:newline:Akan mereda seperti semestinya:newline::newline:[Verse 2]:newline:Menurutmu apa benar saat ini kau masih mencintaku?:newline:Menurutmu apa yang bisa dicinta dari diriku?:newline:Bukan apa, hanya bersiap, tak ada yang tahu, aku takut:newline:Tak pernah ada yang lama menungguku sejak dulu:newline::newline:[Pre-Chorus]:newline:Yang terjadi sebelumnya:newline:Semua orang takut padaku:newline::newline::newline::newline::newline:[Bridge]:newline:Panggil aku perempuan gila:newline:Hantu berkepala, keji membunuh kasihnya:newline:Penuh ganggu di dalam jiwanya:newline:Sambil penuh cinta diam-diam berusaha:newline:Selalu tahu akan ditinggalkan:newline:Namun demi Tuhan aku berusaha!:newline::newline:[Chorus]:newline:Memang tidak mudah:newline:Mencintai diri ini:newline:Namun aku berjanji:newline:Akan mereda seperti semestinya:newline::newline:[Outro]:newline:(Memang tidak mudah):newline:(Mencintai diri ini):newline:(Namun aku berjanji):newline:(Akan mereda seperti semestinya)",9245076,/Nadin-amizah-rayuan-perempuan-gila-lyrics,/songs/9245076,https://images.genius.com/cebcf818f754869adb5c1a5ab8ec6b82.1000x1000x1.png
Tutur Batin,Yura Yunita,2021,2020an,Indonesian Pop,Yura Yunita,"[Lirik ""Tutur Batin""]:newline::newline:[Verse 1]:newline:Bagaimanakah kabar diriku baik-baik saja:newline:Sedikit ku takjub namun nyatanya sudah kuduga:newline:Kau yang kesana kemari kau anggap aku tak cukup:newline:Semua kesempatan dan langkahku coba kau tutup:newline::newline:[Chorus]:newline:Tutur batinku tak akan salah:newline:Silakan pergi, ku tak rasa kalah:newline:Namun percayalah sejauh mana kau mencari:newline:Takkan kau temukan yang sebaik ini:newline::newline:[Verse 2]:newline:Kau yang kesana kemari kau anggap aku tak cukup:newline:Semua kesempatan dan langkahku coba kau tutup:newline:'Kan kubuat jalanku sendiri:newline::newline:[Chorus]:newline:Tutur batinku tak akan salah:newline:Silakan pergi, ku tak rasa kalah:newline:Namun percayalah sejauh mana kau mencari:newline:Takkan kau temukan yang sebaik ini:newline::newline:[Bridge]:newline:Aku tak sempurna:newline:Tak perlu sempurna:newline:Akan kurayakan apa adanya:newline:Aku tak sempurna:newline:Tak perlu sempurna:newline:Akan kurayakan apa adanya:newline:Aku tak sempurna:newline:Tak perlu sempurna:newline:Akan kurayakan apa adanya:newline::newline::newline::newline::newline:[Chorus]:newline:Tutur batinku tak akan salah:newline:Silakan pergi, ku tak rasa kalah:newline:Namun percayalah sejauh mana kau mencari:newline:Takkan kau temukan yang sebaik ini:newline:Takkan kau temukan yang sebaik ini:newline::newline:[Outro]:newline:Jiwa yang terbaik itu hanya:newline:Aku",7312367,/Yura-yunita-tutur-batin-lyrics,/songs/7312367,https://images.genius.com/d0b511f0a7b1572bfc2fb0eac635e318.1000x1000x1.png
Dunia Tipu-Tipu,Yura Yunita,2021,2020an,Indonesian Pop,Yura Yunita,"[Lirik ""Dunia Tipu-Tipu""]:newline::newline:[Verse 1]:newline:Di dunia tipu-tipu:newline:Kamu tempat aku bertumpu:newline:Baik, jahat, abu-abu:newline:Tapi warnamu putih untukku:newline::newline:[Pre-Chorus]:newline:Hanya kamu yang mengerti:newline:Gelombang kepala ini:newline::newline:[Chorus]:newline:Puja-puji tanpa kata, mata kita yang bicara:newline:Selalu nyaman bersama, janji takkan kemana-mana:newline:Puja-puji tanpa kata, mata kita yang bicara:newline:Selalu nyaman bersama, janji takkan kemana-mana ya:newline::newline:[Verse 2]:newline:Di dunia tipu-tipu:newline:'Ku bisa rasa nyata denganmu:newline:Tanpa banyak una-inu:newline:’Ku bisa rasa aman selalu:newline::newline:[Pre-Chorus]:newline:Hanya kamu yang mengerti:newline:Gelombang kepala ini:newline::newline::newline::newline::newline:[Chorus]:newline:Puja-puji tanpa kata, mata kita yang bicara:newline:Selalu nyaman bersama, janji takkan kemana-mana:newline:Puja-puji tanpa kata, mata kita yang bicara:newline:Selalu nyaman bersama, janji takkan kemana-mana ya:newline::newline:[Bridge]:newline:Lelucon aneh tiap hari:newline:'Ku tertawa tanpa tapi:newline:Tetaplah seperti ini:newline::newline:[Chorus]:newline:Puja-puji tanpa kata, mata kita yang bicara:newline:Selalu nyaman bersama, janji takkan kemana-mana:newline:(Puja-puji tanpa kata, mata kita yang bicara):newline:(Selalu nyaman bersama, janji takkan kemana-mana):newline:(Puja-puji tanpa kata, mata kita yang bicara):newline:(Selalu nyaman bersama, janji takkan kemana-mana ya):newline::newline:[Outro]:newline:Janji (Janji), takkan (takkan) kemana-mana:newline:Janji (Janji), takkan (takkan) kemana-mana:newline:Janji (janji), janji (takkan) takkan kemana-mana:newline:Janji (janji), janji (takkan) takkan kеmana-mana",7312361,/Yura-yunita-dunia-tipu-tipu-lyrics,/songs/7312361,https://images.genius.com/d0b511f0a7b1572bfc2fb0eac635e318.1000x1000x1.png
Tampar,Juicy Luicy,2022,2020an,Indonesian Pop,Juicy Luicy,"[Lirik ""Tampar""]:newline::newline:[Verse 1]:newline:Entah sudah selasa yang ke berapa:newline:Masih saja kau ada, lekat di kepala:newline:Hari ini janji esok mesti lupa:newline:Tetapi hati tak tepati:newline::newline:[Pre-Chorus]:newline:Tampar aku di pipi:newline:Biar sadar dan ku mengerti:newline::newline:[Chorus]:newline:Hujan samarkan derasnya:newline:Tutup air mata:newline:Temani kecewaku yang telah lama:newline:Berdosa kah ku berdoa?:newline:Minta kau terluka:newline:Dan tinggalkan dirinya:newline::newline:[Verse 2]:newline:Hari ini janji esok mesti lupa:newline:Tetapi hati tak tepati:newline::newline:[Pre-Chorus]:newline:Tampar aku di pipi:newline:Biar sadar dan ku mengerti:newline::newline::newline::newline::newline:[Chorus]:newline:Hujan samarkan derasnya:newline:Tutup air mata:newline:Temani kecewaku yang telah lama:newline:Berdosa kah ku berdoa?:newline:Minta kau terluka:newline:Dan tinggalkan dirinya:newline::newline:[Bridge]:newline:Bukan ku tak berupaya:newline:(Berusaha) Huu:newline::newline:[Chorus]:newline:Hujan samarkan derasnya:newline:Tutup air mata:newline:Temani kecewaku yang telah lama:newline:Berdosa kah ku berdoa?:newline:Minta kau terluka:newline:Dan tinggalkan dirinya:newline:Hujan samarkan derasnya:newline:Tutup air mata:newline:Tiga tahun tak terasa:newline:Masih kau yang ada:newline:Bodoh yang sebenarnya:newline::newline:[Outro]:newline:Tampar aku di pipi:newline:Sadarkan kau aku takkan terjadi",10583890,/Juicy-luicy-tampar-lyrics,/songs/10583890,https://images.genius.com/1f16a2a9565a615e8736b4956c2b2fd9.592x592x1.webp
Muak,Aruma,2022,2020an,Indonesian Pop,Aruma,[Lirik “Muak”]:newline::newline:[Verse 1]:newline:Temanku bilang aku:newline:Akan baik-baik saja:newline:Nyatanya sulit aku:newline:Sembuh dari yang lalu:newline::newline:[Pre-Chorus]:newline:Awal menggebu-gebu:newline:Ujungnya semua racu:newline::newline:[Chorus]:newline:Tahukah sakit yang tak terobati:newline:Belum sempat sembuh tertikam lagi:newline:Muak:newline:Aku muak:newline:Katanya cinta sedalam samudera:newline:Bohong nyata kita berakhir juga:newline:Muak:newline:Aku muak:newline::newline:[Verse 2]:newline:Lautan disebrangi:newline:Alang-alang berduri dilewati:newline:Kiasan penuh makna tentang cinta:newline:Sudah tak mempan lagi:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Awal menggebu-gebu:newline:Ujungnya semua racu:newline::newline:[Chorus]:newline:Tahukah sakit yang tak terobati:newline:Belum sempat sembuh tertikam lagi:newline:Muak:newline:Aku muak:newline:Katanya cinta sedalam samudera:newline:Bohong nyata kita berakhir juga:newline:Muak:newline:Aku muak:newline::newline:[Interlude]:newline::newline:[Chorus]:newline:Tahukah sakit yang tak terobati:newline:Belum sempat sembuh tertikam lagi:newline:Muak:newline:Aku muak:newline:Katanya cinta sedalam samudera:newline:Bohong nyata kita berakhir juga:newline:Muak:newline:Aku muak:newline::newline::newline::newline::newline:[Outro]:newline:Bila ujungnya berakhir juga:newline:Aku muak:newline:Aku muak,9125650,/Aruma-idn-muak-lyrics,/songs/9125650,https://images.genius.com/7d0ccb1ae4ae9d47582ecebb6de34cac.1000x1000x1.png
Satu Bulan,Bernadya,2023,2020an,Indonesian Pop,Bernadya,"[Verse 1]:newline:Belum ada satu bulan:newline:Ku yakin masih ada sisa wangiku di bajumu:newline:Namun kau tampak baik saja:newline:Bahkan senyummu lebih lepas:newline:Sedang aku di sini hampir gila:newline::newline:[Verse 2]:newline:Kita tak temukan jalan:newline:Sepakat akhiri setelah beribu debat panjang:newline:Namun kau tampak baik saja:newline:Bahkan senyummu lebih lepas:newline:Sedang aku di sini belum terima:newline::newline:[Pre-Chorus]:newline:Bohongkah tangismu sore itu di pelukku?:newline:Nyatanya pergiku pun tak lagi mengganggumu:newline:Apa sudah ada kabar lain yang kau tunggu?:newline::newline:[Chorus]:newline:Sudah adakah yang gantikanku:newline:Yang khawatirkanmu setiap waktu:newline:Yang cerita tentang apapun sampai hal-hal tak perlu?:newline:Kalau bisa jangan buru-buru:newline:Kalau bisa jangan ada dulu:newline::newline::newline::newline::newline:[Verse 3]:newline:Baru lewat satu bulan:newline:Kemarin ulang tahunku tak ada pesan darimu:newline:Tak apa, mungkin kau lupa:newline:Atau sudah ada hati yang harus kau jaga?:newline::newline:[Chorus]:newline:Sudah adakah yang gantikanku:newline:Yang kau antar jemput setiap Sabtu:newline:Yang s'lalu ingatkan untuk pakai sabuk pengamanmu?:newline:Kalau bisa jangan buru-buru:newline::newline:Sudah adakah yang gantikanku:newline:Yang khawatirkanmu setiap waktu:newline:Yang cerita tentang apapun sampai hal-hal tak perlu?:newline:Kalau bisa jangan buru-buru:newline:Kalau bisa jangan ada dulu",9634443,/Bernadya-satu-bulan-lyrics,/songs/9634443,https://images.genius.com/f0df66ce587891e40515989290faa668.1000x1000x1.png
Seamin Tak Seiman,Mahen,2021,2020an,Indonesian Pop,Mahen,"[Lirik ""Seamin Tak Seiman""]:newline::newline:[Verse 1]:newline:Salahkah hatiku jatuh hati pada dirimu?:newline:Oh, Tuhan, ternyata hanya tak mungkin 'kan tersatukan:newline::newline:[Pre-Chorus]:newline:Kita adalah ketidakmungkinan yang selalu kusemogakan:newline:Ditemukan namun salah:newline::newline:[Chorus]:newline:Cinta menyatukan kita yang tak sama:newline:Aku yang mengadah dan tangan yang kau genggam:newline:Berjalan salah, berhenti pun tak mudah:newline:Apakah kita salah?:newline::newline:[Post-Chorus]:newline:Ho-oh, ho-oh:newline:(Ho-oh):newline::newline:[Verse 2]:newline:Satu hal yang kutahu:newline:Kita seamin tak seiman:newline:Berbeda, berujar pada kata akhir yang sama:newline::newline:[Pre-Chorus]:newline:Kita adalah ketidakmungkinan yang selalu kusemogakan:newline:Ditemukan namun salah:newline::newline::newline::newline::newline:[Chorus]:newline:Cinta menyatukan kita yang tak sama:newline:Aku yang mengadah dan tangan yang kau genggam:newline:Berjalan salah, berhenti pun tak mudah:newline:Apakah kita salah?:newline:(Apakah kita salah?):newline:Cinta menyatukan kita yang tak sama:newline:Aku yang mengadah dan tangan yang kau genggam:newline:Berjalan salah, berhenti pun tak mudah:newline:Apakah kita salah? Ho-oh:newline:Cinta menyatukan kita yang tak sama:newline:Aku yang mengadah dan tangan yang kau genggam:newline:Berjalan salah, berhenti pun tak mudah:newline:Apakah kita salah?:newline:Apakah kita salah?",6870654,/Mahen-seamin-tak-seiman-lyrics,/songs/6870654,https://images.genius.com/0b3a9810bd67520da496cbde84f1f1af.1000x1000x1.webp
Ekspektasi,Aruma,2023,2020an,Indonesian Pop,Aruma,"[Lirik ""Ekspektasi""]:newline::newline:[Verse 1: Aruma]:newline:'Ku tak tahu namanya patah hati:newline:Perasaan ini tak terbukti:newline:Sampai aku bertemu kamu:newline:Dan kita saling memanggil ""kamu"":newline::newline:[Verse 2: Aruma]:newline:Bohong aku tahu kamu berbohong:newline:Cinta dan setia hanyalah kata:newline:Aku tidak baik baik saja:newline:'Ku terluka di tempat yang sama:newline::newline:[Chorus: Aruma]:newline:Ekspektasiku terlalu tinggi:newline:Sampai kujatuh cinta padamu:newline:Banyak bicara tentang cinta:newline:Tetapi semuanya tak nyata:newline:Ekspektasiku terlalu jauh:newline:Terlalu banyak mengharapkanmu:newline:Hingga kutahu semua:newline:Ternyata semua buatku luka:newline::newline:[Verse 3: Raim Laode]:newline:Maaf hidup denganku menyebalkan:newline:Penuh curiga dan melelahkan:newline:Ada hidup yang lebih melelahkan:newline:Adalah harimu tanpa aku:newline::newline::newline::newline::newline:[Chorus: Raim Laode]:newline:Bukan ekspektasimu yang meninggi:newline:Hanya usia kita yang muda:newline:Belum mengerti tentang cinta:newline:Masih meraba tentang dunia:newline:Kau takkan mengerti yang kurasa:newline:Banyak ekspektasi yang kujaga:newline:Hingga kutahu semua:newline:Ternyata semua buatmu luka:newline::newline:[Interlude: Aruma & Raim Laode]:newline:Haa, haa:newline:Huu, huu:newline::newline:[Chorus: Aruma, Raim Laode, Aruma & Raim Laode]:newline:Ekspektasiku terlalu tinggi:newline:Terlalu banyak mengharapkanmu:newline:Kau takkan mengerti yang aku rasa:newline:Banyak ekspektasi yang kujaga:newline:Ekspektasiku terlalu jauh:newline:(Bukan ekspektasimu yang meninggi):newline:Sampai kujatuh cinta padamu:newline:(Hanya usia kita yang muda):newline:Banyak bicara tentang cinta:newline:(Belum mengerti bahwa) Ternyata semua:newline:Ternyata semua, ternyata semua:newline:Membuat luka",9317621,/Aruma-idn-and-raim-laode-ekspektasi-lyrics,/songs/9317621,https://images.genius.com/74544c0995ac7f1c5219901a2340154b.1000x1000x1.png
Pergilah Kasih,Raim Laode,2025,2020an,Indonesian Pop,Raim Laode,[Verse 1]:newline:Tak pernah kusangka ini terjadi:newline:Kisah cinta yang suci ini:newline:Kautinggalkan begitu saja:newline:Sekian lamanya kita berdua:newline::newline:[Verse 2]:newline:Tak kusangka begitu cepat berlalu:newline:Tuk mencari kesombongan diri:newline:Lupa sgala yang pernah kau ucapkan:newline:Kautinggalkan daku:newline::newline:[Chorus]:newline:Pergilah kasih:newline:Kejarlah keinginanmu:newline:Selagi masih ada waktu:newline:Jangan hiraukan diriku:newline:Aku rela berpisah demi untuk dirimu:newline:Smoga tercapai sgala keinginanmu:newline::newline:[Verse 3]:newline:Tak kusangka begitu cepat berlalu:newline:Tuk mencari kesombongan diri:newline:Lupa sgala yang pernah kau ucapkan:newline:Kautinggalkan daku:newline::newline::newline::newline::newline:[Chorus]:newline:Pergilah kasih:newline:Kejarlah keinginanmu:newline:Selagi masih ada waktu:newline:Jangan hiraukan diriku:newline:Aku rela berpisah demi untuk dirimu:newline:Smoga tercapai sgala keinginanmu,12501647,/Raim-laode-pergilah-kasih-lyrics,/songs/12501647,https://images.genius.com/500cf49785a4c0f684526a18e122fe7f.1000x1000x1.png
