Judul,Artis,Tahun,Era,Genre,Penulis,Lirik,Genius ID,Genius Path,Api Path,Header Image
Jiwa Yang Bersedih,Ghea Indrawari,2023,2020an,Indonesian Pop,Ghea Indrawari,"[Lirik ""Jiwa Yang Bersedih""]:newline::newline:[Verse 1]:newline:Kemarilah:newline:Singgah dulu sebentar:newline:Perjalananmu jauh:newline:Tak ada tempat berteduh:newline::newline:[Verse 2]:newline:Menangislah:newline:Kan kau juga manusia:newline:Mana ada yang bisa:newline:Berlarut-larut:newline:Berpura-pura sempurna:newline::newline:[Chorus]:newline:Sampaikan pada jiwa yang bersedih:newline:Begitu dingin dunia yang kau huni:newline:Jika tak ada tempatmu kembali:newline:Bawa lukamu biar aku obati:newline:Tidakkah letih kakimu berlari:newline:Ada hal yang tak mereka mengerti:newline:Beri waktu 'tuk bersandar sebentar:newline:Selama ini kau hebat:newline:Hanya kau tak didengar:newline::newline::newline::newline::newline:[Verse 3]:newline:Menangislah:newline:Kan kau juga manusia:newline:Mana ada yang bisa:newline:Berlarut-larut:newline:Berpura-pura sempurna:newline::newline:[Chorus]:newline:Sampaikan pada jiwa yang bersedih:newline:Begitu dingin dunia yang kau huni:newline:Jika tak ada tempatmu kembali:newline:Bawa lukamu biar aku obati:newline:Tidakkah letih kakimu berlari:newline:Ada hal yang tak mereka mеngerti:newline:Beri waktu 'tuk bersandar sеbentar:newline:Selama ini kau hebat:newline:Hanya kau tak didengar:newline::newline:[Interlude]:newline:Huu, huu:newline:Hoo, hoo:newline::newline:[Chorus 3]:newline:Sampaikan pada jiwa yang bersedih:newline:Begitu dingin dunia yang kau huni:newline:Jika tak ada tempatmu kembali:newline:Bawa lukamu biar aku obati:newline:Tidakkah letih kakimu berlari:newline:Ada hal yang tak mereka mengerti:newline:Beri waktu 'tuk bersandar sebentar:newline:Selama ini kau hebat:newline:Hanya kau tak didengar:newline::newline::newline::newline::newline:[Outro]:newline:Selama ini kau hebat:newline:Kau pasti 'kan didengar",9429574,/Ghea-indrawari-jiwa-yang-bersedih-lyrics,/songs/9429574,https://images.genius.com/e134cf541a61e48faa817ef56f212ffd.1000x1000x1.jpg
Nanti Kita Seperti Ini,Batas Senja,2022,2020an,Indonesian Indie,Batas Senja,"Ini gambaran kita suatu hari nanti:newline:Set'lah sekian lama kita jalani:newline:Lewati masa-masa yang berarti:newline:♪:newline:Kini, ku sudah yakin pada satu hati:newline:Yang kurasa tepat untuk temani:newline:Sekarang hingga aku tua nanti:newline:Ingin punya rumah 'tuk tempat bermesra:newline:Kau dipanggil ibu, sementara aku ayah:newline:Bertukar cerita di ruang k'luarga:newline:Bercengkerama dan menimang buah hati kita:newline:Sederhana:newline:Bahagia ini lengkap sudah:newline:Sama-sama:newline:Hingga nanti kita tutup mata:newline:♪:newline:Ha-ah:newline:Ha-ah:newline:Ha-ah:newline:Ingin punya rumah 'tuk tempat bermesra:newline:Kau dipanggil ibu, sementara aku ayah:newline:Bertukar cerita hingga lelap mata:newline:Lalu datang pagi, kau memasak, ku bekerja:newline:Sederhana:newline:Bahagia ini lengkap sudah:newline:Sama-sama:newline:Hingga nanti ajal kita tiba:newline:S'moga saja:newline:Niat baik 'kan terwujud seg'ra:newline:Asal kita:newline:Percaya Dia Maha Segalanya:newline:Jangan dulu lelah, yakin semua indah:newline:Pejamkanlah mata, pada-Nya kita berserah",9878640,/Batas-senja-nanti-kita-seperti-ini-lyrics,/songs/9878640,https://assets.genius.com/images/default_cover_image.png?1765575872
Satu-Satu,Idgitaf,2022,2020an,Indonesian Pop,Idgitaf,"[Lirik ""Satu-Satu""]:newline::newline:[Verse 1]:newline:Mata pernah melihat:newline:Telinga pernah mendengar:newline:Badan pernah merasa:newline:Terekam jelas, seakan terjadi baru saja, hm-mm:newline::newline:[Verse 2]:newline:Siapakah yang salah?:newline:Siapa yang tanggung jawab?:newline:Waktu terus berjalan:newline:Terasa salah karena ada yang belum selesai, oh-oh-oh:newline::newline:[Pre-Chorus]:newline:Aku sudah tak marah:newline:Walau masih teringat:newline:Semua yang terjadi kemarin:newline:Jadikanku yang hari ini:newline:Aku sudah tak benci:newline:Walau nyatanya merugi:newline:Terdengar tidaknya kata maaf:newline:Dada lapang terima semua:newline::newline:[Chorus]:newline:Akan ada masa depan:newline:Bagi semua yang bertahan:newline:Duniaku pernah hancur:newline:Rangkai lagi satu-satu:newline::newline::newline::newline::newline:[Interlude]:newline:(Hu-hu-hu-hu-uh):newline:(Hu-hu-hu-hu-uh):newline::newline:[Bridge]:newline:Tak semua 'kan paham:newline:Hm, dan tak semua katakan:newline:Maaf, semua harus terjadi (pasti rasa sepi):newline:Kini kau tak sendiri lagi (tak pendam lagi):newline:Aku akan coba pahami, oh-oh:newline::newline:[Pre-Chorus]:newline:Aku sudah tak marah:newline:Walau masih teringat:newline:Semua yang terjadi kemarin:newline:Jadikanku yang hari ini:newline:Aku sudah tak benci:newline:Walau nyatanya merugi:newline:Terdengar tidaknya kata maaf:newline:Dada lapang terima semua:newline::newline:[Chorus]:newline:Akan ada (akan ada):newline:Masa depan (masa depan):newline:Bagi semua yang bertahan:newline:Duniaku pernah hancur:newline:Rangkai lagi satu-satu:newline::newline::newline::newline::newline:[Instrumental Break]:newline::newline:[Chorus]:newline:Akan ada (akan ada):newline:Masa depan (masa depan):newline:Bagi semua yang bertahan:newline:Duniaku pernah hancur:newline:Rangkai lagi satu-satu, ho-oh:newline:(Akan ada masa depan):newline:(Bagi semua yang bertahan) akan ada masa depan:newline:(Duniaku pernah hancur):newline:Rangkai lagi satu-satu (satu-satu), hu-uh:newline:Rangkai lagi satu-satu:newline:Rangkai lagi satu-satu",10560492,/Idgitaf-satu-satu-lyrics,/songs/10560492,https://images.genius.com/9831c52732e501c1a736e649d8542a63.1000x1000x1.png
Takut,Idgitaf,2021,2020an,Indonesian Pop,Idgitaf,"[Lirik ""Takut""]:newline::newline:[Verse 1]:newline:Sudah di kepala dua:newline:Harus mulai dari mana?:newline:Ambisiku bergejolak:newline:Antusias tak keruan:newline:Banyak mimpi-mimpi yang 'kan kukejar:newline::newline:[Verse 2]:newline:Lika-liku perjalanan:newline:'Ku terjebak sendirian:newline:Tumbuh dari kebaikan:newline:Bangkit dari kesalahan:newline:Berusaha pendamkan kenyataan bahwa:newline::newline:[Chorus]:newline:Takut tambah dewasa:newline:Takut aku kecewa:newline:Takut tak seindah yang kukira:newline:Takut tambah dewasa:newline:Takut aku kecewa:newline:Takut tak sekuat yang kukira:newline::newline:[Post-Chorus]:newline:Aku tetap bernafas:newline:Meski sering tercekat:newline:Aku tetap bernafas:newline:Meski aku tak merasa bebas:newline::newline::newline::newline::newline:[Verse 3]:newline:Pertengahan 25:newline:Selanjutnya bagaimana?:newline:Banyak mimpi yang terkubur:newline:Mengorbankan waktu tidur:newline:'Ku tak tahu apa lagi yang 'kan kukejar:newline::newline:[Chorus]:newline:Takut tambah dewasa:newline:Takut aku kecewa:newline:Takut tak seindah yang kukira:newline:Takut tambah dewasa:newline:Takut aku kecewa:newline:Takut tak sekuat yang kukira:newline::newline:[Post-Chorus]:newline:Aku tetap bernafas:newline:Meski sering tercekat:newline:Aku tetap bernafas:newline:Meski aku tak merasa bebas:newline:Ho-oh, ho-oh:newline::newline:[Bridge]:newline:Maaf jika:newline:Belum seturut yang dipinta:newline:Maaf jika:newline:Seperti tak tahu arah:newline::newline::newline::newline::newline:[Chorus]:newline:Aku sudah dewasa:newline:Aku sudah kecewa:newline:Memang tak seindah yang kukira:newline:Aku sudah dewasa:newline:Aku sudah kecewa:newline:Memang tak sekuat yang kukira:newline::newline:[Post-Chorus]:newline:Aku tetap bernafas:newline:Meski sering tercekat:newline:Aku tetap bernafas:newline:Meski aku tak merasa bebas:newline:Ho-uh:newline::newline:[Outro]:newline:(Takut aku kecewa):newline:(Takut tak seindah yang kukira):newline:Memang tak seindah yang kukira:newline:Memang tak sekuat yang kukira:newline:Engkau tetap bernafas:newline:Meski sering tercekat:newline:Engkau tetap bernafas:newline:Dan langkahmu 'kan terasa bebas:newline:Dan hatimu 'kan terasa bebas:newline:Dan jiwamu 'kan terasa bebas:newline:Hm-hm-hm-hm-hm:newline:Hm-mm",7434367,/Idgitaf-takut-lyrics,/songs/7434367,https://images.genius.com/6baa1b3f2a7388946036660f7af39857.1000x1000x1.png
Runtuh,Feby Putri,2021,2020an,Indonesian Pop,Feby Putri,"[Lirik ""Runtuh""]:newline::newline:[Verse 1: Feby Putri]:newline:Ku terbangun lagi di antara sepi:newline:Hanya pikiran yang ramai:newline:Mengutuki diri tak bisa kembali:newline:Tuk mengubah alur kisah:newline::newline:[Pre-Chorus: Fiersa Besari]:newline:Ketika mereka meminta tawa:newline:Ternyata rela tak semudah kata:newline::newline:[Chorus: Feby Putri & Fiersa Besari]:newline:Tak perlu khawatir, ku hanya terluka:newline:Terbiasa tuk pura-pura tertawa:newline:Namun, bolehkah sekali saja ku menangis?:newline:Sebelum kembali membohongi diri:newline::newline:[Verse 2: Fiersa Besari]:newline:Ketika kau lelah, berhentilah dulu:newline:Beri ruang, beri waktu:newline::newline:[Pre-Chorus: Feby Putri]:newline:Mereka bilang, syukurilah saja:newline:Padahal rela tak semudah kata:newline::newline::newline::newline::newline:[Chorus: Feby Putri & Fiersa Besari]:newline:Tak perlu khawatir, ku hanya terluka:newline:Terbiasa tuk pura-pura tertawa:newline:Namun, bolehkah sekali saja ku menangis?:newline:Sebelum kembali membohongi diri:newline::newline:[Bridge: Feby Putri & Fiersa Besari]:newline:Ha-ha-ha-ha:newline:Ha-ha-ha-ha:newline:Ha-ha-ha-ha, oh:newline::newline:[Chorus: Feby Putri & Fiersa Besari]:newline:Kita hanyalah manusia yang terluka:newline:Terbiasa tuk pura-pura tertawa:newline:Namun, bolehkah sekali saja ku menangis?:newline:Ku tak ingin lagi membohongi diri:newline::newline:[Outro: Feby Putri]:newline:Ku ingin belajar menerima diri",7248288,/Feby-putri-runtuh-lyrics,/songs/7248288,https://images.genius.com/d08d4d792fd16eebdbe503c38b52027a.1000x1000x1.webp
Kota,Dere,2020,2020an,Indonesian Indie,Dere,"[Lirik ""Kota""]:newline::newline:[Verse 1]:newline:Di kota ini sehabis hujan:newline:Desember yang lalu:newline:Di kota ini dalam ruangan:newline:Berpenyejuk udara:newline::newline:[Pre-Chorus]:newline:Kau dan wangimu bersanding dengan:newline:Riuh angin diluar:newline::newline:[Chorus]:newline:Udara mana kini yang kau hirup?:newline:Hujan dimana kini yang kau peluk?:newline:Dimana pun kau kini:newline:Rindu tentangmu 'tak pernah pergi:newline::newline:[Verse 2]:newline:Dijalan ini menguning langit:newline:Berkendara denganmu:newline:Tajam mentari menembus pelan:newline:Bening teduh matamu:newline::newline:[Pre-Chorus]:newline:Kau dan wangimu berpadu utuh:newline:Tabungan kelak rindu:newline::newline::newline::newline::newline:[Chorus]:newline:Udara mana kini yang kau hirup?:newline:Hujan dimana kini yang kau peluk?:newline:Dimana pun kau kini, hmm:newline:Rindu tentangmu 'tak pernah pergi:newline:Udara mana kini yang kau hirup?:newline:Hujan dimana kini yang kau peluk?:newline:Dimana pun kau kini, uh-uuh:newline:Rindu tentangmu 'tak pernah pergi:newline:Rindu tentangmu 'tak pernah pergi",6110662,/Dere-kota-lyrics,/songs/6110662,https://images.genius.com/f831fc9ee80c44e4479e33358c1b3050.1000x1000x1.png
Berisik,Dere,2021,2020an,Indonesian Indie,Dere,"[Lirik ""Berisik""]:newline::newline:[Intro]:newline:Du-du:newline:Du-du-du-du-du-du-du:newline::newline:[Verse 1]:newline:Oh, manusia berisik:newline:Bermulut satu dan bicaranya lantang:newline:Lidah tertutup gigi, tapi bagai terpampang:newline::newline:[Verse 2]:newline:Oh, manusia berisik:newline:Berakal budi, tapi terkadang lupa:newline:Kalau hidup di dunia hanya bertamu saja:newline::newline:[Chorus]:newline:Bicaralah secukupnya:newline:Tak semua harus terucap, hmm:newline::newline:[Verse 3]:newline:Oh, manusia berisik:newline:Punya hati, tapi tak hati-hati:newline:Beralaskan logika, sering merasa benar:newline::newline:[Chorus]:newline:Bicaralah secukupnya:newline:Tak semua harus terucap, hmm:newline::newline::newline::newline::newline:[Bridge]:newline:Du-du (du-du):newline:Du-du-du-du-du-du-du:newline:Du-du (du-du, du-du):newline:Du-du-du-du-du-du-du:newline:Du-du, yeah:newline::newline:[Outro]:newline:Aku manusia berisik:newline:Kutulis lagu ini bukan karena aku merasa paling benar:newline:Tapi karena kurasa kadang ku juga lupa tuk bicara secukupnya",6752102,/Dere-berisik-lyrics,/songs/6752102,https://images.genius.com/6aa4d0005b2798a2460ecb36525ee0b6.1000x1000x1.png
Kau Rumahku,raissa anggiani,2022,2020an,Pop,raissa anggiani,"[Lirik ""Kau Rumahku""]:newline::newline:[Verse 1]:newline:Bagaikan sungai yang tak punya malu:newline:Mengalir meskipun terancam surut:newline:Lalu kakimu melangkah kerumahku:newline:Setengah melirik, mencoba rayu:newline::newline:[Pre-Chorus]:newline:Apa yang kau inginkan:newline:Dari senyumku, ya Tuan?:newline::newline:[Chorus]:newline:Gemar sekali kau lukiskan bintang untuku:newline:Sungguh lihai tanganmu menata kembali hati:newline:Yang hampir mati:newline:Kan ku letakan hangat ditengah duka kita:newline:Jangan biarkan ku pulang:newline:Kerumah yang bukan engkau:newline::newline:[Post-Chorus]:newline:Du-du-du:newline:Ah-du-du-du-du-oh:newline::newline:[Verse 2]:newline:Bicarakan tentang seisi dunia:newline:Perllahan mendekat bisikan cinta:newline:Membuatku terlena:newline:Kedalam pesona sukma yang begitu indah:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Apa yang kau inginkan:newline:Dari senyumku, ya Tuan?:newline::newline:[Chorus]:newline:Gemar skali kau lukiskan bintang untuku:newline:Sungguh lihai tanganmu menata kembali hati:newline:Yang hampir mati:newline:Kan ku letakan hangat ditengah duka kita:newline:Jangan biarkan ku pulang:newline:Kerumah yang bukan engkau:newline::newline:[Bridge]:newline:Jika mampu menjelajahi langit:newline:Kan ku petik pelangi tuk warnai harimu:newline:Jangan khawatir masih ada aku:newline:Jangan khawatir masih ada aku:newline::newline:[Bridge]:newline:(Ah-ah-ah-ah-ah-ah):newline::newline:[Chorus]:newline:Gemar skali kau lukiskan bintang untuku:newline:Sungguh lihai tanganmu mеnata kembali hati:newline:Yang hampir mati:newline:Kan ku letakan hangat ditengah duka kita:newline::newline::newline::newline::newline:[Outro]:newline:Kan aku pеrsilahkan kau menetap disini",7587109,/Raissa-anggiani-kau-rumahku-lyrics,/songs/7587109,https://images.genius.com/ece85bde51fdf8a2a97960059f00ad2d.1000x1000x1.jpg
Muak,Aruma,2022,2020an,Indonesian Pop,Aruma,[Lirik “Muak”]:newline::newline:[Verse 1]:newline:Temanku bilang aku:newline:Akan baik-baik saja:newline:Nyatanya sulit aku:newline:Sembuh dari yang lalu:newline::newline:[Pre-Chorus]:newline:Awal menggebu-gebu:newline:Ujungnya semua racu:newline::newline:[Chorus]:newline:Tahukah sakit yang tak terobati:newline:Belum sempat sembuh tertikam lagi:newline:Muak:newline:Aku muak:newline:Katanya cinta sedalam samudera:newline:Bohong nyata kita berakhir juga:newline:Muak:newline:Aku muak:newline::newline:[Verse 2]:newline:Lautan disebrangi:newline:Alang-alang berduri dilewati:newline:Kiasan penuh makna tentang cinta:newline:Sudah tak mempan lagi:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Awal menggebu-gebu:newline:Ujungnya semua racu:newline::newline:[Chorus]:newline:Tahukah sakit yang tak terobati:newline:Belum sempat sembuh tertikam lagi:newline:Muak:newline:Aku muak:newline:Katanya cinta sedalam samudera:newline:Bohong nyata kita berakhir juga:newline:Muak:newline:Aku muak:newline::newline:[Interlude]:newline::newline:[Chorus]:newline:Tahukah sakit yang tak terobati:newline:Belum sempat sembuh tertikam lagi:newline:Muak:newline:Aku muak:newline:Katanya cinta sedalam samudera:newline:Bohong nyata kita berakhir juga:newline:Muak:newline:Aku muak:newline::newline::newline::newline::newline:[Outro]:newline:Bila ujungnya berakhir juga:newline:Aku muak:newline:Aku muak,9125650,/Aruma-idn-muak-lyrics,/songs/9125650,https://images.genius.com/7d0ccb1ae4ae9d47582ecebb6de34cac.1000x1000x1.png
Sial,Mahalini,2023,2020an,Indonesian Pop,Mahalini,"[Lirik ""Sial""]:newline::newline:[Verse 1]:newline:Sampai saat ini tak terpikir olehku:newline:Aku pernah beri rasa pada orang sepertimu:newline:Seandainya sejak awal tak kuyakinkan diriku:newline:Tutur kata yang sempurna, tak sebaik yang kukira:newline::newline:[Pre-Chorus]:newline:Andai 'ku tahu semua akan sia-sia:newline:Takkan kut'rima cinta sesaatmu:newline::newline:[Chorus]:newline:Bagaimana dengan aku terlanjur mencintaimu?:newline:Yang datang beri harapan, lalu pergi dan menghilang:newline:Tak terpikirkan olehmu, hatiku hancur kar'namu:newline:Tanpa sedikit alasan, pergi tanpa berpamitan:newline:Takkan kut'rima cinta sesaatmu:newline::newline:[Verse 2]:newline:Seandainya sejak awal tak kuyakinkan diriku:newline:Tutur kata yang sempurna, tak sebaik yang kukira:newline::newline:[Pre-Chorus]:newline:Andai 'ku tahu semua akan sia-sia:newline:Takkan kut'rima cinta sesaatmu:newline::newline::newline::newline::newline:[Chorus]:newline:Bagaimana dengan aku terlanjur mencintaimu?:newline:Yang datang beri harapan, lalu pergi dan menghilang:newline:Tak terpikirkan olehmu, hatiku hancur kar'namu:newline:Tanpa sedikit alasan, pergi tanpa berpamitan:newline:Tak akan kut'rima cinta sesaatmu:newline::newline:[Bridge]:newline:Sial-sialnya 'ku bеrtemu dengan cinta semu:newline:Tеrtipu tutur dan caramu:newline:Seolah cintaiku (Cintaiku):newline:Puas kaucurangi aku?:newline::newline:[Chorus]:newline:Bagaimana dengan aku terlanjur mencintaimu? (Cintaimu):newline:Yang datang beri harapan, lalu pergi dan menghilang:newline:Tak terpikirkan olehmu, hatiku hancur kar'namu:newline:Tanpa sedikit alasan, pergi tanpa berpamitan:newline:Takkan kut'rima cinta sesaatmu",8807703,/Mahalini-sial-lyrics,/songs/8807703,https://images.genius.com/f1a1dccdf21902e33f97014edf4a20e7.1000x1000x1.png
Alamak,Rizky Febian,2025,2020an,Indonesian Pop,Rizky Febian,"[Lirik ""Alamak""]:newline::newline:[Verse 1: Rizky Febian]:newline:Ulah siapa yang bisa buatku begini?:newline:Gila, ini bahagia apa menderita?:newline:Langit lagi bagus-bagusnya:newline:Tapi bagiku biasa saja:newline:Dia buatku terkesima:newline::newline:[Pre-Chorus: Adrian Khalif]:newline:Menyapamu tak berani, menciummu apalagi:newline:Mata, pundak, lutut, kaki:newline:Gemetar ku berdiri:newline:Kalau sampai kumiliki:newline:Tak mau kutidur lagi:newline:Alamat malah nanti kau pergi:newline::newline:[Chorus: Adrian & Rizky]:newline:Kalau ada, sembilan nyawa:newline:Mau samamu saja semuanya:newline:Ini dada isinya kamu semua:newline:Alamak, inikah jatuh cinta?:newline::newline:[Verse 2: Adrian]:newline:Apa kamu sayang, apa khayalan?:newline:Cubit aku sekarang:newline:Buat mabuk kepayang:newline:Seketika pingsan, mana nafas buatan?:newline:Can I see you for a minute?:newline:Boleh aku visit?:newline:See your mom and dad aku pamit:newline:Kalau memang naga-naganya kau berkenan:newline:Kuberangkat sekarang:newline::newline::newline::newline::newline:[Pre-Chorus: Rizky]:newline:Menyapamu tak berani, menciummu apalagi:newline:Mata, pundak, lutut, kaki:newline:Gemetar ku berdiri:newline:Kalau sampai kumiliki:newline:Tak mau kutidur lagi:newline:Alamat malah nanti kau pergi:newline::newline:[Chorus: Adrian & Rizky, Rizky]:newline:Kalau ada, sembilan nyawa (Alamak, kujatuh cinta):newline:Mau samamu saja semuanya:newline:Ini dada isinya kamu semua (Tanda-tanda di dada, tanda-tanda di dada):newline:Alamak, inikah jatuh cinta?:newline::newline:[Bridge: Adrian, Rizky, Adrian & Rizky]:newline:Minimal kau bilang bila kau tak sayang:newline:Hm, biar kutahan perasaan:newline:Jadi berhenti kau menatap:newline:Kar'na ku tak kuat (Tak kuat):newline:Tak kuat (Tak kuat):newline:Berharap:newline::newline:[Chorus: Adrian & Rizky, Adrian]:newline:Kalau ada, sembilan nyawa:newline:Mau samamu saja sеmuanya:newline:Coba buka isinya kamu semua:newline:Oh, gawat, ini kujatuh cinta:newline:Kalau ada, sembilan nyawa:newline:(Mau samamu saja semuanya) Langit kalah mеmpesona, tak mau yang lain-lainnya:newline:Ini dada isinya kamu semua:newline:Alamak, inikah jatuh cinta?:newline::newline::newline::newline::newline:[Outro]:newline:Gila, naga-naganya ku telah jatuh cinta:newline:Alamak, inikah jatuh cinta?",12505616,/Rizky-febian-and-adrian-khalif-alamak-lyrics,/songs/12505616,https://images.genius.com/740abf57b35a713f85fa689684f1209f.1000x1000x1.png
Kita Usahakan Lagi,Batas Senja,2025,2020an,Indonesian Indie,Batas Senja,Ada bahagia yang belum kita rasa:newline:Setelah bersama usahakan semua:newline:Kira kira kapan waktunya tiba:newline::newline:Segala upaya apapun kita coba:newline:Dan tak pernah lelah:newline:Ku serahkan padaNya:newline:Sang Pencipta dengarlah doa kita berdua:newline::newline:Jika tidak hari ini mungkin minggu depan:newline:Jika tidak minggu ini mungkin bulan depan:newline:Jika tidak bulan ini mungkin tahun depan:newline:Sgala harapan kan datang yang kita impikan:newline:Janganlah menyerah dulu waktu masih panjang:newline:Ingat doa kita slalu yang tak pernah usang:newline:Kita usahakan lagi sayang:newline:Yakin waktunya kan datang:newline::newline:Jika tidak hari ini mungkin minggu depan:newline:Jika tidak minggu ini mungkin bulan depan:newline:Jika tidak bulan ini mungkin tahun depan:newline:Sgala harapan kan datang yang kita impikan:newline:Janganlah menyerah dulu waktu masih panjang:newline:Ingat doa kita slalu yang tak pernah usang:newline:Kita usahakan lagi sayang:newline:Yakin waktunya kan datang,12463967,/Batas-senja-kita-usahakan-lagi-lyrics,/songs/12463967,https://assets.genius.com/images/default_cover_image.png?1765575872
Kisah Tanpa Dirimu,Anggis Devaki,2024,2020an,Indonesian Pop,Anggis Devaki,"[Intro]:newline:Ah…:newline::newline:[Verse 1]:newline:Dari caramu bicara, telah buatku percaya:newline:Bahwa cinta itu ada, ku pantas ‘tuk dapatkannya:newline:Namun kini t’lah berbeda, kau bukan orang yang sama:newline:Ku besar hati mencoba, hapuskan pilu yang ada:newline::newline:[Pre-Chorus]:newline:Hancurnya aku:newline:Ternyata kau tak cinta:newline::newline:[Chorus]:newline:Kau tinggalkan aku:newline:Teganya hatimu:newline:Kau lupakan aku:newline:Seolah ku tak pernah ada di hatimu:newline:Akankah ku mampu?:newline:Menjalani kisah tanpa dirimu:newline::newline:[Verse 2]:newline:Namun kini kau t’lah berbeda (berbeda):newline:Kau bukan orang yang sama:newline:Ku besar hati mencoba (mencoba):newline:Hapuskan pilu yang ada:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Hancur, hancurnya aku:newline:Ternyata, kau tak cinta:newline::newline:[Chorus]:newline:Kau tinggalkan aku (tinggalkan aku):newline:Teganya hatimu (oh teganya):newline:Kau lupakan aku:newline:Seolah ku tak pernah ada di hatimu:newline:Akankah ku mampu?:newline:Menjalani kisah tanpa dirimu:newline::newline:[Bridge]:newline:Semua yang t’lah ku jalani:newline:Kini tak berarti:newline:Kau sia-siakan aku:newline::newline:[Chorus]:newline:Kau tinggalkan aku:newline:Teganya hatimu:newline:Kau lupakan aku:newline:Seolah ku tak pernah ada di hatimu:newline:Akankah ku mampu?:newline:Menjalani kisah tanpa dirimu:newline::newline:Oh…:newline:(Kau tinggalkan aku, teganya hatimu):newline:(Kau lupakan aku):newline:Seolah ku tak pernah ada di hatimu:newline:Akankah ku mampu?:newline:Menjalani kisah tanpa dirimu…:newline:Oh…:newline:Tanpa dirimu",10097944,/Anggis-devaki-kisah-tanpa-dirimu-lyrics,/songs/10097944,https://images.genius.com/21fa86d1fb85bca0fa0e881061dc57c4.1000x1000x1.jpg
everything u are,Hindia,2025,2020an,Indonesian Indie,Hindia,"[Lirik “everything u are”]:newline::newline:[Verse 1]:newline:Wajahmu kuingat selalu:newline:Lupakan hal-hal yang menggangguku:newline:Karena hari ini mata kita beradu:newline:Kita saling bantu melepas perasaan:newline::newline:[Pre-Chorus]:newline:Tinggi ke angkasa, menantang dunia:newline:Merayakan muda ‘tuk satu jam saja:newline:Kita hampir mati dan kau selamatkan aku:newline:Dan ku menyelamatkanmu dan sekarang aku tahu:newline::newline:[Chorus]:newline:Cerita kita tak jauh berbeda:newline:Got beat down by the world, sometimes I wanna fold:newline:Namun suratmu kan kuceritakan ke anak-anakku nanti:newline:Bahwa aku pernah dicintai with everything you are:newline:Fully as I am with everything you are:newline::newline:[Verse 2]:newline:Wajahmu yang beragam rupa:newline:Pastikan ku tak sendirian:newline:Jalani derita, kau bawakan kisahmu:newline:Aku mendengarkan, oh kita bergantian:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Bertukar nestapa, menawar trauma:newline:Datang seadanya, terasku terbuka:newline:Kita hampir mati dan kau sеlamatkan aku:newline:Dan ku menyelamatkanmu dan sekarang aku tahu:newline::newline:[Chorus]:newline:Cеrita kita tak jauh berbeda:newline:Got beat down by the world, sometimes I wanna fold:newline:Namun suratmu kan kuceritakan ke anak-anakku nanti:newline:Bahwa aku pernah dicintai:newline::newline:[Bridge]:newline:Seada-adanya, sekurang-kurangnya:newline:Walau sulit utarakan hatiku dengan indah:newline:Walau jarang ku bernyanyi dengan cara yang indah:newline:Tapi tak sekali pun kisahku pernah kau bantah:newline::newline:[Outro]:newline:Cerita kita tak jauh berbeda:newline:Got beat down by the world (beat down by the world), sometimes I wanna fold:newline:Namun suratmu kan kuceritakan ke anak-anakku nanti:newline:Bahwa aku pernah dicintai with everything you are:newline:Fully as I am with everything you are",11513409,/Hindia-everything-u-are-lyrics,/songs/11513409,https://images.genius.com/4f47be92df2b8f160b23e5ef066609b7.1000x1000x1.png
"Selalu Ada di Nadimu - Original Soundtrack From ""JUMBO""",Bunga Citra Lestari,2025,2020an,Indonesian Pop,Bunga Citra Lestari,"[Lirik ""Selalu Ada di Nadimu (Original Soundtrack From ""JUMBO"")""]:newline::newline:[Verse 1]:newline:Kala nanti badai 'kan datang:newline:Angin akan buat kau goyah:newline:Maafkan, hidup memang:newline:Ingin kau lebih kuat:newline:Andaikan saat itu datang:newline:Kami tak ada menemani:newline:Aku ingin kau mendengar:newline:Nyanyianku di sini:newline::newline:[Chorus]:newline:Sedikit demi sedikit:newline:Engkau akan berteman pahit:newline:Luapkanlah saja bila harus menangis:newline:Anakku, ingatlah semua:newline:Lelah tak akan tersia:newline:Usah kau takut pada keras dunia:newline::newline:[Verse 2]:newline:Akhirnya takkan ada akhir:newline:Doaku agar kau selalu:newline:Arungi hidup berbalut:newline:Senyuman di hati:newline:Doaku agar kau selalu:newline:Ingat bahagia meski kadang:newline:Hidup tak baik saja:newline::newline::newline::newline::newline:[Instrumental Break]:newline::newline:[Interlude]:newline:(Ah) Ah-ah:newline:(Ah) Ah-ah:newline::newline:[Chorus]:newline:Nyanyian ini bukan sekedar nada:newline:Aku ingin kau mendengarnya:newline:Dengan hatimu, bukan telinga:newline:Ingatlah ini bukan sekedar kata:newline:Maksudnya kelak akan menjadi makna:newline:Ungkapan cintaku dari hati",11624016,/Bunga-citra-lestari-selalu-ada-di-nadimu-original-soundtrack-from-jumbo-lyrics,/songs/11624016,https://images.genius.com/9dd2906266fd2917514f2fc357aa3d8e.1000x1000x1.png
